sampMatCode.base.building.DESC,organic,mean,sum,count
Semolina,1,0.0,0,310
Sesame paste (tahini) (sesamus indicum),0,0.0,0,506
Sesame paste (tahini) (sesamus indicum),1,0.0,0,209
"Sesame seed oil, edible",0,0.0,0,377
"Sesame seed oil, edible",1,0.0,0,3
Sesame seeds,0,0.0006249081017497427,17,27204
Sesame seeds,1,0.0,0,3900
Shaddocks,0,0.00012487512487512488,1,8008
Shallots,0,0.0001383508577753182,1,7228
Shallots,1,0.0,0,739
Sheep (adult) fresh meat,0,0.0,0,184
Sheep (adult) fresh meat,1,0.0,0,386
Sheep fat tissue,0,0.00012325390304026294,3,24340
Sheep fat tissue,1,0.0,0,188
Sheep fresh meat,0,0.0,0,12978
Sheep fresh meat,1,0.0,0,250
Sheep kidney,0,0.0,0,168
Sheep liver,0,0.0020242914979757085,5,2470
Sheep liver,1,0.0,0,6
Sheep milk,0,0.0,0,730
Sheep milk,1,0.0,0,20
Shiitake,0,0.0004735969689793985,2,4223
Shiitake,1,0.0,0,3387
Shimeji,0,0.0,0,819
Sichuan pepper fruit and similar-,0,0.006644518272425249,2,301
Silverskin onions,0,0.0,0,568
Silverskin onions,1,0.0,0,285
"Simple cereals for infants or children, reconstituted",0,0.0,0,350
Simple cereals which have to be reconstituted with milk or other appropriate nutritious liquids,0,0.0,0,791
Simple cereals which have to be reconstituted with milk or other appropriate nutritious liquids,1,0.0,0,1008
Small radishes,0,0.0,0,4149
Small radishes,1,0.0,0,587
Snow mushrooms,0,0.005791505791505791,3,518
Soft - ripened cheese,0,0.0,0,2364
Soft - ripened cheese,1,0.0,0,384
"Soft-ripened cheese veined with blue mould (blue bavarian, blue de graven type )",0,0.001277139208173691,1,783
"Soft-ripened cheese veined with blue mould (blue bavarian, blue de graven type )",1,0.0,0,2
"Soft-ripened cheese with bloomy rind (white mould) (brie, camembert type)",0,0.0,0,47
Sopropos,0,0.000980392156862745,3,3060
Sorghum flour,0,0.0,0,502
Sorghum flour,1,0.0,0,617
Sorghum grain,0,0.0,0,62
Sorghum grain,1,0.0,0,152
Sorrel,0,0.0,0,2021
Sour cherries,0,0.0005763688760806917,18,31230
Sour cherries,1,0.0,0,441
Sour cherry (infusion stems),0,0.0,0,362
Sour cream products,0,0.0,0,1
"Sour cream, plain",0,0.0,0,115
"Soya bean oil, refined",0,0.0006081337894336754,8,13155
"Soya bean oil, refined",1,0.0,0,135
Soya flour,0,0.0,0,596
Soya flour,1,0.0,0,1725
Soya proteins,1,0.0,0,474
Soyabeans (oilseed),0,0.0,0,3745
Soyabeans (oilseed),1,0.0,0,2352
Soyabeans (with pods),0,0.00234192037470726,5,2135
Soyabeans (with pods),1,0.0,0,302
Soyabeans (without pods),0,0.002677376171352075,4,1494
Soyabeans (without pods),1,0.0,0,584
Soyabeans and similar-,0,0.0,0,15067
Soyabeans and similar-,1,0.0,0,214
Soyabeans for consumption (dry),0,0.0006445375443119562,2,3103
Soyabeans for consumption (dry),1,0.0,0,7709
Soyabeans sprouts,0,0.0,0,472
Sparkling wine,0,0.0,0,1520
Sparkling wine,1,0.0,0,544
Spearmint,0,0.0009823182711198428,1,1018
Special food for children's growth,0,0.0,0,1292
Spelt flour,0,0.0003213883978788366,2,6223
"Spelt flour, medium",0,0.0,0,226
"Spelt flour, medium",1,0.0,0,935
"Spelt flour, refined",0,0.0,0,1776
"Spelt flour, refined",1,0.0,0,2783
"Spelt flour, wholemeal",0,0.0004329004329004329,1,2310
"Spelt flour, wholemeal",1,0.0,0,909
Spelt grain,0,7.316894709885125e-05,1,13667
Spelt grain,1,0.0,0,17892
Spelt rolled grains,0,0.0,0,385
Spinach-type leaves,0,0.0,0,145
Spinaches,0,0.00026892648300447166,43,159895
Spinaches,1,0.0,0,9027
Spinaches and similar-,0,0.00014322543683758235,1,6982
Spinaches and similar-,1,0.0,0,525
Spirits from fruit,0,0.0,0,309
Spirulina,1,0.0,0,307
Spring onions,0,0.00015080681646810435,4,26524
Spring onions,1,0.0,0,1489
Spring onions and similar-,0,0.0,0,6973
Spring onions and similar-,1,0.0,0,317
"Sprouts, shoots and similar",0,0.0,0,4265
"Sprouts, shoots and similar",1,0.0,0,706
St. John´s Wort infusion leaves,0,0.02857142857142857,1,35
St. John´s Wort infusion leaves,1,0.0,0,2
Star anise fruit,0,0.0,0,560
Stem kale,0,0.003289473684210526,1,304
Strawberries,0,0.00015109304433856433,73,483146
Strawberries,1,0.0,0,11302
Strawberries and similar-,0,6.223937262712393e-05,1,16067
Strawberries and similar-,1,0.0,0,1160
Sugar beet roots,0,0.0,0,2101
Sugar canes,0,0.0,0,8
Sugar loaf chicories,0,0.0,0,11724
Summer savory,0,0.0017605633802816902,1,568
Summer squashes,0,0.0,0,2046
Sunflower infusion flowers,0,0.004127115146512587,40,9692
"Sunflower seed oil, edible",0,7.70383651058227e-05,11,142786
"Sunflower seed oil, edible",1,0.0,0,2276
Sunflower seeds,0,0.00046954107463661603,23,48984
Sunflower seeds,1,0.0,0,7233
Sunflower seeds and similar-,0,0.0,0,3652
Swedes,0,0.0,0,16078
Swedes,1,0.0,0,199
Swedes and similar-,0,0.0,0,2852
Swedes and similar-,1,0.0,0,317
Sweet Chestnut,0,0.0,0,83
Sweet Chestnut,1,0.0,0,308
Sweet corn,0,0.0,0,18327
Sweet corn,1,0.0,0,1262
Sweet corn and similar-,0,0.0,0,317
Sweet corn canned,0,0.0,0,607
Sweet peppers,0,0.0003397181956681648,714,2101742
Sweet peppers,1,0.0,0,21040
Sweet potato leaves,0,0.0,0,111
Sweet potatoes,0,0.00022320681227191053,20,89603
Sweet potatoes,1,0.00030950170225936243,1,3231
Sweet potatoes and similar-,0,0.0,0,3914
Sweeties,0,0.0,0,353
Sweeties,1,0.0,0,431
Sweetsops,0,0.006622516556291391,2,302
Swiss chards,0,0.0,0,315
Syrups,1,0.0,0,1909
Table grapes,0,0.00020750960432965986,74,356610
Table grapes,1,0.0,0,9524
Table grapes and similar-,0,0.0001816310468002664,3,16517
Table grapes and similar-,1,0.0,0,834
Table olives,0,0.00034704147145583897,8,23052
Table olives,1,0.0,0,998
Table olives and similar-,0,0.0,0,110
Table olives ready for consumption,0,0.00035067724543023715,8,22813
Tahiti limes,0,0.00037897928246589187,6,15832
Tamarillos,0,0.002177858439201452,6,2755
Tangelos (except minneolas),0,0.0,0,144
Tangerines,0,0.0,0,1698
Tankan mandarin,0,0.00044365572315882877,2,4508
Tannias,0,0.16666666666666666,5,30
"Tansy and related species, dry",0,0.0,0,242
Tapioca starch,0,0.0,0,308
Taros,0,0.0,0,1472
Tarragon,0,0.0003546099290780142,1,2820
Tea extract (powder),0,0.003663003663003663,2,546
Tea extract (powder),1,0.0,0,308
Tea leaves and stalks decaffeinated,0,0.0,0,515
Tea leaves and stalks with fruit and flavours,0,0.0,0,1030
Tea leaves and stalks with fruit and flavours,1,0.0,0,1372
"Tea leaves and stalks, fermented",0,0.0005312167989500657,34,64004
"Tea leaves and stalks, fermented",1,0.00013092432573972245,2,15276
Tea leaves derivatives and tea ingredients,0,0.0,0,55
Tea powder ingredients and extracts,0,0.000527203711514129,5,9484
Tea powder ingredients and extracts,1,0.0,0,407
"Teas leaves, dry and/or fermented, and similar",0,0.0006639224538573894,25,37655
"Teas leaves, dry and/or fermented, and similar",1,0.0,0,7441
Teff grain,1,0.0,0,411
Thai basil,0,0.0,0,273
Thyme,0,0.0007366482504604051,6,8145
Thyme,1,0.0,0,304
Thyme and similar-,0,0.0,0,2104
"Thyme, dry",0,0.002702702702702703,2,740
"Thyme, dry",1,0.0,0,195
Tigernuts,0,0.0,0,574
Tomatillos,0,0.0,0,272
Tomato paste,0,0.0027991602519244225,4,1429
Tomato paste,1,0.0,0,414
Tomato puree,0,0.00042924595793389613,3,6989
Tomatoes,0,0.0001473026548608978,82,556677
Tomatoes,1,4.7707647535900004e-05,1,20961
Tomatoes and similar-,0,6.269592476489028e-05,1,15950
Tomatoes and similar-,1,0.0,0,4879
Traditional buttermilk (churning),0,0.0,0,11
Tree nuts,0,0.0,0,1027
Tree onions,0,0.0,0,144
Triticale grain,0,0.0,0,1860
Triticale grain,1,0.0,0,924
Truffles,0,0.0,0,719
Turkey berries,0,0.0,0,862
Turkey fresh meat,0,0.0,0,3464
Turkey liver,0,0.0,0,725
"Turkey, fresh fat tissue",0,0.000657030223390276,1,1522
"Turkey, fresh fat tissue",1,0.0,0,39
Turmeric roots,0,0.0007390983000739098,2,2706
Turmeric roots,1,0.0,0,3734
Turmeric roots and similar-,0,0.0,0,310
Turmeric roots and similar-,1,0.0,0,308
Turnip tops,0,0.0,0,144
Turnips,0,0.0,0,31752
Turnips,1,0.0,0,2163
Turnips and similar-,1,0.0,0,598
"Turtle, green",0,0.0,0,115
Ugli fruits,0,0.0,0,476
Undefined mixed poultry fresh meat,0,0.0,0,1
Vanilla,0,0.0,0,206
Vanilla,1,0.0,0,911
Vanilla and similar-,0,0.0033783783783783786,1,296
Vanilla and similar-,1,0.0,0,1540
Vanilla essence,1,0.0,0,616
Vanilla pods extract,0,0.0,0,242
Veal kidney,0,0.01098901098901099,1,91
Veal liver,0,0.00018088088993397847,2,11057
Vegetable juice concentrate,0,0.0,0,614
Vegetable puree or paste,0,0.0,0,509
Vegetable puree or paste,1,0.0,0,309
Vinegar,1,0.0,0,308
"Vinegar, apple",1,0.0,0,1540
Walnut infusion leaves,0,0.3333333333333333,2,6
Walnut oil,0,0.0,0,975
Walnuts,0,0.0,0,35564
Walnuts,1,0.0002581977794990963,1,3873
Walnuts and similar-,0,0.0,0,2847
Water buffalo milk,0,0.0,0,47
Watercresses,0,0.0,0,1140
Watercresses and similar-,0,0.0,0,254
Watermelon seeds,0,0.0,0,146
Watermelons,0,0.0002637246714430135,12,45502
Watermelons,1,0.0,0,3573
Watermelons and similar-,0,0.000683900971139379,5,7311
Watermelons and similar-,1,0.0,0,376
Welsh onions,0,9.909084152897168e-05,4,40367
Welsh onions,1,0.0,0,474
Wheat and similar-,0,2.809725396171281e-05,3,106772
Wheat and similar-,1,0.00018982536066818528,1,5268
Wheat bran,0,0.00844205679201842,11,1303
Wheat bran,1,0.005405405405405406,1,185
Wheat coffee ingredient,0,0.0,0,1116
Wheat flour,0,0.00014289797084881395,2,13996
Wheat flour,1,0.0,0,1790
Wheat flour white,0,5.886392622387913e-05,3,50965
Wheat flour white,1,0.0,0,13404
"Wheat flour, brown",0,0.0,0,1499
"Wheat flour, brown",1,0.0,0,3495
"Wheat flour, durum",0,0.0,0,3184
"Wheat flour, durum",1,0.0,0,762
Wheat groats,0,0.0,0,4416
Wheat rolled grains,0,0.0,0,620
Wheat rolled grains,1,0.0,0,185
Wheat semolina,0,0.0,0,897
Wheat semolina,1,0.0,0,310
Wheat wholemeal flour,0,1.870592416618343e-05,1,53459
Wheat wholemeal flour,1,0.00020682523267838676,2,9670
Wheatgrass,0,0.0,0,136
Whey powder,0,0.0,0,63
Whisky,1,0.0,0,259
White cabbage,0,2.270972430394695e-05,1,44034
White cabbage,1,0.0,0,3620
White mulberries,1,0.0,0,308
White mustard seeds,0,0.0,0,352
White pepper,0,0.0,0,648
White pepper,1,0.0,0,308
Whole eggs,0,0.0,0,43
Wild boar fresh meat,0,0.0012626262626262627,3,2376
Wild boar liver,0,0.0,0,47
"Wild boar, fresh fat tissue",0,0.04895104895104895,7,143
Wild chicories,0,0.0,0,145
Wild fungi and similar-,0,0.0018885741265344666,2,1059
Wild fungi and similar-,1,0.0,0,258
Wild strawberries,0,0.002257336343115124,1,443
Wild sweetsops,0,0.0,0,272
Wine,0,0.0,0,4849
Wine,1,0.0,0,5012
Wine grapes,0,0.0001868188894654904,9,48175
Wine grapes,1,0.0,0,3271
Wine grapes and similar-,0,0.0,0,4071
Wine grapes and similar-,1,0.0,0,414
"Wine, red",0,0.0005540524318284653,60,108293
"Wine, red",1,0.0,0,18119
"Wine, rosé",0,0.0,0,13728
"Wine, rosé",1,0.0,0,6898
"Wine, white",0,2.9036847759807197e-05,2,68878
"Wine, white",1,0.0,0,18354
Winter savory,0,0.0,0,495
Winter squashes,0,0.0,0,5544
Winter squashes,1,0.0,0,1853
Witloofs,0,0.0,0,42991
Witloofs,1,0.0,0,874
Witloofs and similar-,0,0.0,0,284
Ya pears,0,0.0011494252873563218,1,870
Yams,0,0.0011265490048817123,3,2663
Yams and similar-,0,0.0,0,450
Yardlong beans (with pods),0,0.0023542194856935894,39,16566
Yarrow infusion flowers,0,0.0,0,283
Yoghurt,0,0.0,0,55
"Yoghurt, cow milk",0,0.0,0,112
"Yoghurt, cow milk, flavoured",0,0.0,0,46
"Yoghurt, cow milk, plain",0,0.0,0,2335
"Yoghurt, cow milk, plain",1,0.0,0,712
